1342029602.164184	[TX->enabled]
1342029618.865483	[TX->]
1342029618.865653	[TX->enabled]
1342029619.144301	[RX->enabled]
1342029619.513347	[RX->]
1342029677.909569	[TX->]
1342029677.909614	[TX->enabled]
1342029678.150311	[RX->enabled]
1342029678.509278	[RX->]
1342029678.510434	[Discard->TX]
1342029681.309271	[RX->]
1342029681.709708	[TX->]
1342029681.709789	[TX->enabled]
1342029681.950323	[RX->enabled]
1342029700.057361	[RX->]
1342029700.459221	[TX->]
1342029700.459303	[TX->enabled]
1342029700.700321	[RX->enabled]
1342029700.702444	[Discard->TX]
1342029701.861448	[TX->]
1342029701.861522	[TX->enabled]
1342029702.102337	[RX->enabled]
1342029702.457277	[RX->]
1342029703.917299	[RX->]
1342029704.318448	[TX->]
1342029704.318532	[TX->enabled]
1342029704.559326	[RX->enabled]
1342029705.717435	[TX->]
1342029705.717515	[TX->enabled]
1342029705.958325	[RX->enabled]
1342029706.329267	[RX->]
1342029709.701291	[RX->]
1342029710.102351	[TX->]
1342029710.102434	[TX->enabled]
1342029710.343325	[RX->enabled]
1342029711.381570	[TX->]
1342029711.381619	[TX->enabled]
1342029711.622324	[RX->enabled]
1342029711.997301	[RX->]
1342029715.249300	[RX->]
1342029715.650470	[TX->]
1342029715.650554	[TX->enabled]
1342029715.924328	[RX->enabled]
1342029716.797459	[TX->]
1342029716.797553	[TX->enabled]
1342029717.075318	[RX->enabled]
1342029717.425264	[RX->]
1342029720.337301	[RX->]
1342029720.738474	[TX->]
1342029720.738558	[TX->enabled]
1342029720.979322	[RX->enabled]
1342029721.765409	[TX->]
1342029721.765483	[TX->enabled]
1342029722.006340	[RX->enabled]
1342029722.385271	[RX->]
1342029725.029376	[RX->]
1342029725.430428	[TX->]
1342029725.430511	[TX->enabled]
1342029725.671336	[RX->enabled]
1342029726.345405	[TX->]
1342029726.345477	[TX->enabled]
1342029726.586333	[RX->enabled]
1342029726.961275	[RX->]
1342029729.421260	[RX->]
1342029729.822380	[TX->]
1342029729.822462	[TX->enabled]
1342029730.063343	[RX->enabled]
1342029730.413262	[RX->]
1342029731.221331	[RX->]
1342029731.622617	[TX->]
1342029731.622700	[TX->enabled]
1342029731.863336	[RX->enabled]
1342029731.865465	[Discard->TX]
1342029733.505318	[RX->]
1342029733.905776	[TX->]
1342029733.905859	[TX->enabled]
1342029734.146340	[RX->enabled]
1342029734.229399	[Discard->TX]
1342029735.025278	[RX->]
1342029735.425991	[TX->]
1342029735.426080	[TX->enabled]
1342029735.667340	[RX->enabled]
1342029735.669391	[Discard->TX]
1342029736.281418	[TX->]
1342029736.281493	[TX->enabled]
1342029736.522338	[RX->enabled]
1342029736.945324	[RX->]
1342029736.945789	[Discard->TX]
1342029736.947287	[Discard->TX]
1342029736.947454	[Discard->TX]
1342029739.757390	[RX->]
1342029740.157837	[TX->]
1342029740.157946	[TX->enabled]
1342029740.399838	[RX->enabled]
1342029748.397566	[TX->]
1342029748.397644	[TX->enabled]
1342029748.770332	[RX->enabled]
1342029749.129270	[RX->]
1342029749.529856	[TX->]
1342029749.529939	[TX->enabled]
1342029749.770330	[RX->enabled]
1342029751.789384	[RX->]
1342029752.190533	[TX->]
1342029752.190617	[TX->enabled]
1342029752.431441	[RX->enabled]
1342029752.433385	[Discard->TX]
1342029753.009579	[TX->]
1342029753.009634	[TX->enabled]
1342029753.250326	[RX->enabled]
1342029753.653310	[RX->]
1342029753.693395	[Discard->TX]
1342029754.369453	[RX->]
1342029754.772566	[TX->]
1342029754.772650	[TX->enabled]
1342029755.013343	[RX->enabled]
1342029755.357355	[RX->]
1342029764.391311	[TX->]
1342029764.391358	[TX->enabled]
1342029764.632336	[RX->enabled]
1342029764.989281	[RX->]
1342029764.990492	[Discard->TX]
1342029767.589302	[RX->]
1342029767.989757	[TX->]
1342029767.989841	[TX->enabled]
1342029768.230371	[RX->enabled]
1342029786.337362	[RX->]
1342029786.737876	[TX->]
1342029786.737960	[TX->enabled]
1342029786.978346	[RX->enabled]
1342029786.980395	[Discard->TX]
1342029802.413434	[TX->]
1342029802.413517	[TX->enabled]
1342029802.654358	[RX->enabled]
1342029803.005355	[RX->]
1342029804.465308	[RX->]
1342029804.866560	[TX->]
1342029804.866643	[TX->enabled]
1342029805.107345	[RX->enabled]
1342029805.505297	[RX->]
1342029805.506249	[Discard->TX]
1342029806.821323	[RX->]
1342029807.221771	[TX->]
1342029807.221853	[TX->enabled]
1342029807.462345	[RX->enabled]
1342029820.525478	[TX->]
1342029820.525560	[TX->enabled]
1342029820.766357	[RX->enabled]
1342029821.165278	[RX->]
1342029822.473377	[RX->]
1342029822.874508	[TX->]
1342029822.874591	[TX->enabled]
1342029823.115361	[RX->enabled]
1342029823.117425	[Discard->TX]
1342029836.685496	[TX->]
1342029836.685575	[TX->enabled]
1342029836.966343	[RX->enabled]
1342029837.297276	[RX->]
1342029838.389299	[RX->]
1342029838.790387	[TX->]
1342029838.790469	[TX->enabled]
1342029839.031351	[RX->enabled]
1342029839.405276	[RX->]
1342029839.406174	[Discard->TX]
1342029840.341371	[RX->]
1342029840.741831	[TX->]
1342029840.741913	[TX->enabled]
1342029840.982338	[RX->enabled]
1342029851.821534	[TX->]
1342029851.821620	[TX->enabled]
1342029852.062356	[RX->enabled]
1342029852.433281	[RX->]
1342029852.434144	[Discard->TX]
1342029852.434328	[Discard->TX]
1342029853.261280	[RX->]
1342029853.661731	[TX->]
1342029853.661815	[TX->enabled]
1342029853.902354	[RX->enabled]
1342029863.917406	[TX->]
1342029863.917493	[TX->enabled]
