1342032315.285144	[TX->enabled]
1342032321.866186	[TX->]
1342032321.866234	[TX->enabled]
1342032322.153493	[RX->enabled]
1342032322.515748	[RX->]
1342032326.139717	[RX->]
1342032326.539975	[TX->]
1342032326.540036	[TX->enabled]
1342032326.826646	[RX->enabled]
1342032336.467715	[RX->]
1342032336.867998	[TX->]
1342032336.868054	[TX->enabled]
1342032337.129970	[RX->enabled]
1342032339.467802	[TX->]
1342032339.467850	[TX->enabled]
1342032339.730052	[RX->enabled]
1342032340.071688	[RX->]
1342032358.126518	[TX->]
1342032358.126542	[TX->enabled]
1342032358.474659	[RX->enabled]
1342032358.803694	[RX->]
1342032360.231735	[RX->]
1342032360.632093	[TX->]
1342032360.632150	[TX->enabled]
1342032360.885762	[RX->enabled]
1342032360.887764	[Discard->TX]
1342032362.070990	[TX->]
1342032362.073231	[TX->enabled]
1342032362.394982	[RX->enabled]
1342032362.739728	[RX->]
1342032362.741191	[Discard->TX]
1342032364.151715	[RX->]
1342032364.552038	[TX->]
1342032364.552156	[TX->enabled]
1342032364.827295	[RX->enabled]
1342032364.828887	[Discard->TX]
1342032367.935826	[TX->]
1342032367.935884	[TX->enabled]
1342032368.228000	[RX->enabled]
1342032368.575718	[RX->]
1342032368.577492	[Discard->TX]
1342032368.707814	[Discard->TX]
1342032369.867719	[RX->]
1342032370.268047	[TX->]
1342032370.268105	[TX->enabled]
1342032370.534309	[RX->enabled]
1342032370.536070	[Discard->TX]
1342032373.556872	[TX->]
1342032373.556898	[TX->enabled]
1342032373.842182	[RX->enabled]
1342032374.203729	[RX->]
1342032374.604094	[TX->]
1342032374.604151	[TX->enabled]
1342032374.858181	[RX->enabled]
1342032374.860210	[Discard->TX]
1342032375.703857	[TX->]
1342032375.703905	[TX->enabled]
1342032375.987248	[RX->enabled]
1342032376.323700	[RX->]
1342032376.724164	[TX->]
1342032376.724222	[TX->enabled]
1342032376.998282	[RX->enabled]
1342032377.699821	[TX->]
1342032377.699869	[TX->enabled]
1342032377.973318	[RX->enabled]
1342032378.315717	[RX->]
1342032381.967788	[RX->]
1342032382.368280	[TX->]
1342032382.368338	[TX->enabled]
1342032382.667470	[RX->enabled]
1342032382.999709	[RX->]
1342032384.227686	[RX->]
1342032384.628951	[TX->]
1342032384.629010	[TX->enabled]
1342032384.929532	[RX->enabled]
1342032385.543890	[TX->]
1342032385.543941	[TX->enabled]
1342032385.844540	[RX->enabled]
1342032386.187704	[RX->]
1342032387.871700	[RX->]
1342032388.271969	[TX->]
1342032388.272026	[TX->enabled]
1342032388.533613	[RX->enabled]
1342032388.863697	[RX->]
1342032390.031775	[RX->]
1342032390.432721	[TX->]
1342032390.432778	[TX->enabled]
1342032390.744707	[RX->enabled]
1342032391.311868	[TX->]
1342032391.311915	[TX->enabled]
1342032391.623753	[RX->enabled]
1342032391.967737	[RX->]
1342032396.299815	[RX->]
1342032396.700397	[TX->]
1342032396.700484	[TX->enabled]
1342032396.953910	[RX->enabled]
1342032398.923882	[RX->]
1342032399.324374	[TX->]
1342032399.324435	[TX->enabled]
1342032399.578006	[RX->enabled]
1342032400.122154	[RX->]
1342032400.522798	[TX->]
1342032400.522855	[TX->enabled]
1342032400.789043	[RX->enabled]
1342032402.779810	[RX->]
1342032403.180283	[TX->]
1342032403.180339	[TX->enabled]
1342032403.446142	[RX->enabled]
1342032403.987883	[RX->]
1342032403.988122	[Discard->TX]
1342032405.455810	[RX->]
1342032405.856299	[TX->]
1342032405.856357	[TX->enabled]
1342032406.130219	[RX->enabled]
1342032408.159807	[RX->]
1342032408.560286	[TX->]
1342032408.560342	[TX->enabled]
1342032408.834288	[RX->enabled]
1342032410.831855	[RX->]
1342032411.232703	[TX->]
1342032411.232765	[TX->enabled]
1342032411.498390	[RX->enabled]
1342032412.039809	[RX->]
1342032412.440416	[TX->]
1342032412.440473	[TX->enabled]
1342032412.694440	[RX->enabled]
1342032414.767808	[RX->]
1342032415.168310	[TX->]
1342032415.168366	[TX->enabled]
1342032415.422526	[RX->enabled]
1342032415.963801	[RX->]
1342032415.964160	[Discard->TX]
1342032417.495866	[RX->]
1342032417.896152	[TX->]
1342032417.896214	[TX->enabled]
1342032418.161646	[RX->enabled]
1342032420.087733	[RX->]
1342032420.488399	[TX->]
1342032420.488455	[TX->enabled]
1342032420.742701	[RX->enabled]
1342032420.744732	[Discard->TX]
1342032421.311814	[TX->]
1342032421.311860	[TX->enabled]
1342032421.590713	[RX->enabled]
1342032421.919715	[RX->]
1342032423.063908	[TX->]
1342032423.063932	[TX->enabled]
1342032423.317784	[RX->enabled]
1342032423.647711	[RX->]
1342032430.711713	[RX->]
1342032431.112125	[TX->]
1342032431.112183	[TX->enabled]
1342032431.417032	[RX->enabled]
1342032431.419096	[Discard->TX]
1342032431.735774	[RX->]
1342032440.735714	[RX->]
1342032441.136000	[TX->]
1342032441.136068	[TX->enabled]
1342032441.398359	[RX->enabled]
1342032441.727686	[RX->]
1342032459.786542	[TX->]
1342032459.786598	[TX->enabled]
1342032460.133943	[RX->enabled]
1342032460.459709	[RX->]
1342032463.903694	[RX->]
1342032464.304150	[TX->]
1342032464.304210	[TX->enabled]
1342032464.557124	[RX->enabled]
1342032464.559119	[Discard->TX]
1342032466.839940	[TX->]
1342032466.840618	[TX->enabled]
1342032467.133173	[RX->enabled]
1342032467.479712	[RX->]
1342032467.481167	[Discard->TX]
1342032470.299832	[TX->]
1342032470.299878	[TX->enabled]
1342032470.591317	[RX->enabled]
1342032470.939719	[RX->]
1342032470.980756	[Discard->TX]
1342032471.066323	[TX->]
1342032471.066350	[TX->enabled]
1342032471.351342	[RX->enabled]
1342032473.751833	[TX->]
1342032473.751867	[TX->enabled]
1342032474.036428	[RX->enabled]
1342032474.395723	[RX->]
1342032474.396023	[Discard->TX]
1342032474.396254	[Discard->TX]
1342032476.947849	[TX->]
1342032476.947905	[TX->enabled]
1342032477.231515	[RX->enabled]
1342032477.572722	[RX->]
1342032477.573043	[Discard->TX]
1342032479.983783	[TX->]
1342032479.983831	[TX->enabled]
1342032480.257666	[RX->enabled]
1342032480.607874	[RX->]
1342032480.608339	[Discard->TX]
1342032482.909084	[TX->]
1342032482.909145	[TX->enabled]
1342032483.172709	[RX->enabled]
1342032483.507730	[RX->]
1342032483.508831	[Discard->TX]
1342032485.651845	[TX->]
1342032485.651894	[TX->enabled]
1342032485.952805	[RX->enabled]
1342032486.319201	[RX->]
1342032486.719489	[TX->]
1342032486.719546	[TX->enabled]
1342032486.991405	[RX->enabled]
1342032489.515804	[TX->]
1342032489.515857	[TX->enabled]
1342032489.777911	[RX->enabled]
1342032489.939940	[Discard->TX]
1342032490.123725	[RX->]
1342032494.767720	[RX->]
1342032495.168602	[TX->]
1342032495.168659	[TX->enabled]
1342032495.480122	[RX->enabled]
1342032495.811712	[RX->]
1342032499.711794	[RX->]
1342032500.112357	[TX->]
1342032500.112413	[TX->enabled]
1342032500.366280	[RX->enabled]
1342032500.907791	[RX->]
1342032500.908041	[Discard->TX]
1342032504.575870	[RX->]
1342032504.976439	[TX->]
1342032504.976496	[TX->enabled]
1342032505.242671	[RX->enabled]
1342032509.423801	[RX->]
1342032509.824278	[TX->]
1342032509.824341	[TX->enabled]
1342032510.089574	[RX->enabled]
1342032514.255836	[RX->]
1342032514.656455	[TX->]
1342032514.656511	[TX->enabled]
