1342032217.775739	[TX->enabled]
1342032320.865346	[TX->]
1342032320.865457	[TX->enabled]
1342032321.138844	[RX->enabled]
1342032323.885391	[RX->]
1342032324.285960	[TX->]
1342032324.286065	[TX->enabled]
1342032324.570842	[RX->enabled]
1342032327.913366	[TX->]
1342032327.913491	[TX->enabled]
1342032328.186840	[RX->enabled]
1342032328.561288	[RX->]
1342032338.263639	[TX->]
1342032338.263695	[TX->enabled]
1342032338.504839	[RX->enabled]
1342032338.865240	[RX->]
1342032338.865890	[Discard->TX]
1342032341.465377	[RX->]
1342032341.865968	[TX->]
1342032341.866073	[TX->enabled]
1342032342.106848	[RX->enabled]
1342032360.209333	[RX->]
1342032360.610354	[TX->]
1342032360.610456	[TX->enabled]
1342032360.850853	[RX->enabled]
1342032360.852904	[Discard->TX]
1342032362.025665	[TX->]
1342032362.025746	[TX->enabled]
1342032362.266855	[RX->enabled]
1342032362.621242	[RX->]
1342032364.129292	[RX->]
1342032364.530721	[TX->]
1342032364.530821	[TX->enabled]
1342032364.771855	[RX->enabled]
1342032365.941418	[TX->]
1342032365.941524	[TX->enabled]
1342032366.182857	[RX->enabled]
1342032366.553379	[RX->]
1342032369.961290	[RX->]
1342032370.362480	[TX->]
1342032370.362584	[TX->enabled]
1342032370.603858	[RX->enabled]
1342032371.653383	[TX->]
1342032371.653490	[TX->enabled]
1342032371.893846	[RX->enabled]
1342032372.269250	[RX->]
1342032375.577333	[RX->]
1342032375.978647	[TX->]
1342032375.978770	[TX->enabled]
1342032376.252860	[RX->enabled]
1342032376.593251	[RX->]
1342032377.721276	[RX->]
1342032378.122629	[TX->]
1342032378.122745	[TX->enabled]
1342032378.363852	[RX->enabled]
1342032378.733220	[RX->]
1342032378.733986	[Discard->TX]
1342032379.709264	[RX->]
1342032380.109885	[TX->]
1342032380.109990	[TX->enabled]
1342032380.350854	[RX->enabled]
1342032380.409425	[Discard->TX]
1342032383.757371	[TX->]
1342032383.757479	[TX->enabled]
1342032383.997856	[RX->enabled]
1342032384.405274	[RX->]
1342032384.805977	[TX->]
1342032384.806082	[TX->enabled]
1342032385.046859	[RX->enabled]
1342032385.048905	[Discard->TX]
1342032386.029762	[TX->]
1342032386.029815	[TX->enabled]
1342032386.270855	[RX->enabled]
1342032386.665318	[RX->]
1342032386.666662	[Discard->TX]
1342032386.705417	[Discard->TX]
1342032387.581284	[RX->]
1342032387.981916	[TX->]
1342032387.982021	[TX->enabled]
1342032388.222849	[RX->enabled]
1342032389.669443	[TX->]
1342032389.669550	[TX->enabled]
1342032389.910856	[RX->enabled]
1342032390.269262	[RX->]
1342032390.670113	[TX->]
1342032390.670216	[TX->enabled]
1342032390.910862	[RX->enabled]
1342032390.912994	[Discard->TX]
1342032391.821423	[TX->]
1342032391.821520	[TX->enabled]
1342032392.062857	[RX->enabled]
1342032392.481294	[RX->]
1342032392.481896	[Discard->TX]
1342032392.483368	[Discard->TX]
1342032392.483788	[Discard->TX]
1342032392.484373	[Discard->TX]
1342032392.484780	[Discard->TX]
1342032393.361304	[RX->]
1342032393.761946	[TX->]
1342032393.762050	[TX->enabled]
1342032394.002860	[RX->enabled]
1342032394.285640	[Discard->TX]
1342032397.893751	[TX->]
1342032397.893816	[TX->enabled]
1342032398.344029	[RX->enabled]
1342032398.689289	[RX->]
1342032398.690066	[Discard->TX]
1342032398.690449	[Discard->TX]
1342032400.517832	[TX->]
1342032400.517900	[TX->enabled]
1342032400.968866	[RX->enabled]
1342032401.313252	[RX->]
1342032401.714115	[TX->]
1342032401.714221	[TX->enabled]
1342032402.166862	[RX->enabled]
1342032402.169158	[Discard->TX]
1342032402.525252	[RX->]
1342032402.526129	[Discard->TX]
1342032402.526493	[Discard->TX]
1342032402.526869	[Discard->TX]
1342032404.373583	[TX->]
1342032404.373722	[TX->enabled]
1342032404.821856	[RX->enabled]
1342032405.181378	[RX->]
1342032405.582198	[TX->]
1342032405.582539	[TX->enabled]
1342032406.041854	[RX->enabled]
1342032406.044107	[Discard->TX]
1342032407.049901	[TX->]
1342032407.049969	[TX->enabled]
1342032407.497848	[RX->enabled]
1342032407.865345	[RX->]
1342032407.866203	[Discard->TX]
1342032407.866423	[Discard->TX]
1342032409.753605	[TX->]
1342032409.753704	[TX->enabled]
1342032410.206863	[RX->enabled]
1342032410.569280	[RX->]
1342032410.570014	[Discard->TX]
1342032410.570461	[Discard->TX]
1342032412.425545	[TX->]
1342032412.425736	[TX->enabled]
1342032412.877881	[RX->enabled]
1342032413.233258	[RX->]
1342032413.634152	[TX->]
1342032413.634255	[TX->enabled]
1342032414.081856	[RX->enabled]
1342032414.084185	[Discard->TX]
1342032414.429257	[RX->]
1342032414.430017	[Discard->TX]
1342032414.430256	[Discard->TX]
1342032416.361611	[TX->]
1342032416.361723	[TX->enabled]
1342032416.813865	[RX->enabled]
1342032417.157263	[RX->]
1342032417.558166	[TX->]
1342032417.558269	[TX->enabled]
1342032418.009868	[RX->enabled]
1342032418.011962	[Discard->TX]
1342032419.089892	[TX->]
1342032419.089958	[TX->enabled]
1342032419.532873	[RX->enabled]
1342032419.897318	[RX->]
1342032419.897905	[Discard->TX]
1342032421.833600	[TX->]
1342032421.833670	[TX->enabled]
1342032422.149875	[RX->enabled]
1342032422.477331	[RX->]
1342032422.478226	[Discard->TX]
1342032423.325274	[RX->]
1342032423.725898	[TX->]
1342032423.725999	[TX->enabled]
1342032423.966862	[RX->enabled]
